name;WKT;Country
Grosthuizen;POINT(4.98333 52.6167);Netherlands
Nijeberkoop;POINT(6.19056 52.9592);Netherlands
Oud-Maarsseveen;POINT(5.08889 52.1586);Netherlands
Rogat;POINT(6.26667 52.6833);Netherlands
Nieuwe Krim;POINT(6.65 52.6664);Netherlands
Norg;POINT(6.45944 53.0661);Netherlands
Arnemuiden;POINT(3.66667 51.5);Netherlands
Nieuw-Roden;POINT(6.39972 53.1167);Netherlands
Wieringermeer;POINT(5.03 52.85);Netherlands
Oerle;POINT(5.37056 51.4222);Netherlands
Kerkrade Centrum;POINT(6.0575 50.8614);Netherlands
Drunen;POINT(5.13306 51.6833);Netherlands
Langedijke;POINT(6.28861 52.9647);Netherlands
Haarlemmermeer;POINT(4.7 52.3);Netherlands
Minnertsga;POINT(5.595 53.2508);Netherlands
Meeden;POINT(6.92583 53.1333);Netherlands
Zoutkamp;POINT(6.3 53.3333);Netherlands
Kaatsheuvel;POINT(5.06667 51.6667);Netherlands
Oosterhesselen;POINT(6.71944 52.75);Netherlands
Den Oever;POINT(5.03333 52.9333);Netherlands
Bouwlustlaan;POINT(4.255 52.0458);Netherlands
Renswoude;POINT(5.53333 52.0833);Netherlands
Sleeuwijk;POINT(4.95 51.8167);Netherlands
Forepark;POINT(4.3925 52.07);Netherlands
Zwijndrecht;POINT(4.64222 51.8147);Netherlands
Kronenberg;POINT(5.6 51.25);Netherlands
Laren;POINT(5.23 52.193);Netherlands
Middendorp;POINT(6.88333 52.6667);Netherlands
Bregtdorp;POINT(4.68333 52.7167);Netherlands
Rijsenhout;POINT(4.7 52.2667);Netherlands
Almere Muziekwijk;POINT(5.19028 52.3675);Netherlands
Uitgeest;POINT(4.72 52.53);Netherlands
Ouwerkerk;POINT(3.98278 51.6244);Netherlands
Beekbergen;POINT(5.96361 52.15);Netherlands
Ridderbuurt;POINT(4.67472 52.155);Netherlands
Cabauw;POINT(4.89833 51.9644);Netherlands
Leons;POINT(5.67806 53.1511);Netherlands
Eelderwolde;POINT(6.55 53.1833);Netherlands
Vierbannen;POINT(4.90889 51.7486);Netherlands
Noorden;POINT(4.83333 52.1667);Netherlands
Enschede Drienerlo;POINT(6.83861 52.2375);Netherlands
Koudekerk aan den Rijn;POINT(4.60194 52.1347);Netherlands
Schoonoord;POINT(6.75 52.8461);Netherlands
Munnekezijl;POINT(6.26667 53.3);Netherlands
Molenhoek;POINT(5.61556 51.7658);Netherlands
Zeeland;POINT(5.67306 51.6967);Netherlands
Lingewaal;POINT(5.11667 51.8833);Netherlands
Oirsbeek;POINT(5.9 50.9489);Netherlands
Sint Willebrord;POINT(4.59167 51.55);Netherlands
Hinnaard;POINT(5.62944 53.1158);Netherlands
Oosterse Bos;POINT(6.9 52.6333);Netherlands
Zevenkamp;POINT(4.57333 51.9683);Netherlands
Nieuw Annerveen;POINT(6.77611 53.0656);Netherlands
Gasteren;POINT(6.66333 53.0361);Netherlands
Eemnes;POINT(5.27 52.25);Netherlands
Sleen;POINT(6.8 52.7733);Netherlands
Meeuwenplaat;POINT(4.35 51.85);Netherlands
Taarlo;POINT(6.62583 53.0328);Netherlands
Moriaanshoofd;POINT(3.85 51.6833);Netherlands
Netterden;POINT(6.31417 51.85);Netherlands
Barger-Oosterveld;POINT(6.95 52.7667);Netherlands
Oudeschild;POINT(4.84972 53.0333);Netherlands
Akkerwoude;POINT(5.98333 53.2833);Netherlands
Hazerswoude-Dorp;POINT(4.58778 52.0961);Netherlands
Heesselt;POINT(5.34667 51.8131);Netherlands
Der A-kerk;POINT(6.56833 53.2192);Netherlands
Goudseweg;POINT(4.7575 51.9844);Netherlands
Heerle;POINT(4.35917 51.5167);Netherlands
Amsterdam;POINT(4.89222 52.3731);Netherlands
Den Burg;POINT(4.8 53.05);Netherlands
De Mars;POINT(5.53333 51.95);Netherlands
Grootschermer;POINT(4.85 52.5833);Netherlands
Wieringen;POINT(4.97 52.9);Netherlands
Midwoud;POINT(5.06667 52.7167);Netherlands
Boornbergum;POINT(6.04556 53.0839);Netherlands
Wjelsryp;POINT(5.60667 53.1664);Netherlands
Engwierum;POINT(6.13667 53.3197);Netherlands
Nieuw-Dordrecht;POINT(6.96667 52.75);Netherlands
Schelluinen;POINT(4.92583 51.8425);Netherlands
Nutter;POINT(6.87806 52.425);Netherlands
Leuth;POINT(5.98333 51.8333);Netherlands
Blaricum;POINT(5.25 52.28);Netherlands
Meeden-Muntendam;POINT(6.89194 53.1342);Netherlands
Hooglanderveen;POINT(5.42917 52.1833);Netherlands
Sint Jânsgea;POINT(5.85611 52.9317);Netherlands
Tytsjerk;POINT(5.91139 53.2133);Netherlands
Amsterdam De Vlugtlaan;POINT(4.83806 52.3794);Netherlands
Hoogeloon;POINT(5.26861 51.3989);Netherlands
Kedichem;POINT(5.05 51.86);Netherlands
Augustinusga;POINT(6.16667 53.2167);Netherlands
Paal;POINT(4.1075 51.3544);Netherlands
Den Hool;POINT(6.78333 52.7158);Netherlands
Hantumhuizen;POINT(5.99722 53.3719);Netherlands
Herkingen;POINT(4.08333 51.71);Netherlands
Barger-Oosterveen;POINT(6.96667 52.7);Netherlands
Bentelo;POINT(6.68389 52.2247);Netherlands
Groenlandsekade;POINT(4.97694 52.2306);Netherlands
Den Haag Hollands Spoor;POINT(4.32167 52.0697);Netherlands
Mantgum;POINT(5.71333 53.1297);Netherlands
Oostelijke Eilanden;POINT(4.92278 52.3692);Netherlands
Zaamslag;POINT(3.91306 51.3125);Netherlands
Well;POINT(5.2 51.5581);Netherlands
Raalte;POINT(6.27861 52.3833);Netherlands
Hantum;POINT(5.96417 53.3625);Netherlands
Stompetoren;POINT(4.81667 52.6167);Netherlands
Rustenburg;POINT(4.88333 52.6333);Netherlands
Heemstede;POINT(4.62 52.0378);Netherlands
Vrouwenakker;POINT(4.725 52.2272);Netherlands
Overberg;POINT(5.49694 52.0333);Netherlands
Haaften;POINT(5.21167 51.8169);Netherlands
Wyns;POINT(5.83333 53.25);Netherlands
Budel-Dorplein;POINT(5.56972 51.2333);Netherlands
Oisterwijk;POINT(5.19444 51.5822);Netherlands
Dieren;POINT(6.09861 52.045);Netherlands
Noordwolde;POINT(6.14222 52.8914);Netherlands
Vinkenbuurt;POINT(6.3525 52.5789);Netherlands
Merkelbeek;POINT(5.94028 50.9542);Netherlands
Eesterga;POINT(5.72611 52.8647);Netherlands
Amsterdam Lelylaan;POINT(4.83389 52.3572);Netherlands
Ter Aard;POINT(6.53333 53.0167);Netherlands
Kruispolderhaven;POINT(4.09444 51.355);Netherlands
Brand;POINT(5.85917 50.9122);Netherlands
Rapenburg (Amsterdam);POINT(4.90861 52.3711);Netherlands
Zaamslagveer;POINT(3.93333 51.3167);Netherlands
Padhuis;POINT(6.83333 52.6611);Netherlands
Ommeren;POINT(5.5 51.95);Netherlands
Houthaven (Amsterdam);POINT(4.88194 52.3972);Netherlands
Koewacht;POINT(3.96667 51.2267);Netherlands
Ravenswoud;POINT(6.38028 52.9644);Netherlands
Ansen;POINT(6.33333 52.7808);Netherlands
Honthem;POINT(5.80444 50.8139);Netherlands
Vlierden;POINT(5.75806 51.4456);Netherlands
Sprang-Capelle;POINT(5.04667 51.6667);Netherlands
Ottoland;POINT(4.86667 51.9);Netherlands
Wijnandsrade;POINT(5.88278 50.9);Netherlands
Wâlterswâld;POINT(6.03333 53.3);Netherlands
Zwartsluisje;POINT(4.32444 51.7772);Netherlands
Utrecht Leidsche Rijn;POINT(5.06917 52.0983);Netherlands
Allingawier;POINT(5.44583 53.0475);Netherlands
Garyp;POINT(5.97 53.1664);Netherlands
Jaarsveld;POINT(4.98333 51.9667);Netherlands
Ferwert;POINT(5.82472 53.3378);Netherlands
Triemen;POINT(6.07917 53.2611);Netherlands
Zuidwoldepad;POINT(4.26611 52.0528);Netherlands
Ferwerderadeel;POINT(5.82361 53.3369);Netherlands
Dordrecht Stadspolders;POINT(4.71667 51.8017);Netherlands
Ousternijegea;POINT(5.805 52.93);Netherlands
De Hommerts;POINT(5.64806 52.9789);Netherlands
Wijhe;POINT(6.13333 52.3833);Netherlands
Wijtgaard;POINT(5.78389 53.1408);Netherlands
Oosterzee;POINT(5.77306 52.8744);Netherlands
Voorburg 't Loo;POINT(4.36639 52.0822);Netherlands
Leyenburg;POINT(4.27056 52.0619);Netherlands
Stegerveld;POINT(6.49861 52.5719);Netherlands
Horst-Sevenum;POINT(6.04194 51.4267);Netherlands
Kalverdijk;POINT(4.76667 52.7333);Netherlands
Beets;POINT(4.9775 52.5892);Netherlands
Negen Straatjes;POINT(4.88583 52.37);Netherlands
Rijnsaterwoude;POINT(4.66667 52.2);Netherlands
Beuningen;POINT(5.76667 51.8667);Netherlands
Quatrebras;POINT(5.98222 53.2194);Netherlands
Achttienhoven;POINT(4.85694 52.1467);Netherlands
Sint-Michielsgestel;POINT(5.36667 51.65);Netherlands
Amsterdam Nieuw-West;POINT(4.82111 52.3608);Netherlands
Haarlemmerliede en Spaarnwoude;POINT(4.75 52.38);Netherlands
Marijenkampen;POINT(6.05 52.8167);Netherlands
't Harde;POINT(5.88083 52.4089);Netherlands
Warstiens;POINT(5.86667 53.1667);Netherlands
Altena;POINT(6.47417 53.1322);Netherlands
Valkenburg;POINT(4.43167 52.1797);Netherlands
Nieuweschans;POINT(7.19944 53.1842);Netherlands
Uden;POINT(5.61667 51.6667);Netherlands
Heukelum;POINT(5.07667 51.8731);Netherlands
's-Heerenberg;POINT(6.24583 51.8764);Netherlands
Varsseveld;POINT(6.45944 51.9433);Netherlands
Bent;POINT(4.55611 52.1044);Netherlands
Meteren;POINT(5.28333 51.8667);Netherlands
Spijkerboor;POINT(4.83333 52.5383);Netherlands
Hollum;POINT(5.63333 53.4167);Netherlands
Nieuwebrug;POINT(4.6 52.2833);Netherlands
Den Haag Centraal;POINT(4.32917 52.0817);Netherlands
Kibbelveen;POINT(6.8 52.8167);Netherlands
Nieuwendijk;POINT(4.31806 51.7544);Netherlands
Oranjedorp;POINT(6.93333 52.7333);Netherlands
Anna Paulowna;POINT(4.8225 52.8619);Netherlands
Brantgum;POINT(5.93111 53.3519);Netherlands
Hekendorp;POINT(4.80917 52.0153);Netherlands
Numansdorp;POINT(4.43333 51.7331);Netherlands
's-Heer Arendskerke;POINT(3.82222 51.4908);Netherlands
Stroobos;POINT(6.21667 53.2333);Netherlands
Nieuw Vennep;POINT(4.6347 52.2644);Netherlands
Andel;POINT(5.05389 51.7825);Netherlands
Aalsum;POINT(6.00444 53.3069);Netherlands
Weipoort;POINT(4.52167 52.1111);Netherlands
Opmeer;POINT(4.95 52.7);Netherlands
Sneek Noord;POINT(5.66306 53.0403);Netherlands
Kootstertille;POINT(6.1 53.2167);Netherlands
Ruigeweide;POINT(4.83056 52.0297);Netherlands
Julianadorp;POINT(4.73333 52.8833);Netherlands
Kerkbuurt;POINT(4.75 52.7333);Netherlands
Zaandam Kogerveld;POINT(4.81972 52.4567);Netherlands
Eersel;POINT(5.31667 51.3667);Netherlands
Oosterbeek;POINT(5.84 51.9833);Netherlands
IJhorst;POINT(6.29083 52.6592);Netherlands
Iniaheide;POINT(6.0 53.15);Netherlands
Purmerend Weidevenne;POINT(4.93667 52.4967);Netherlands
Veldhoven;POINT(5.4 51.4167);Netherlands
Hoenderloo;POINT(5.88028 52.1167);Netherlands
Holsloot;POINT(6.78333 52.7167);Netherlands
Oosterend;POINT(4.86667 53.0833);Netherlands
Noordpolderzijl;POINT(6.58306 53.4322);Netherlands
Diken;POINT(5.71056 52.9544);Netherlands
Dinkelland;POINT(6.91667 52.3667);Netherlands
Zwartemeer;POINT(7.03333 52.7167);Netherlands
Hulst;POINT(4.03333 51.2833);Netherlands
Strijensas;POINT(4.58333 51.7158);Netherlands
Chaam;POINT(4.86139 51.5);Netherlands
Burum;POINT(6.23333 53.2667);Netherlands
Monseigneur Schrijnen Retreat House;POINT(5.99066 50.8845);Netherlands
Zuidzijde;POINT(4.36417 51.7811);Netherlands
Boekelo;POINT(6.80194 52.2044);Netherlands
Beresteinlaan;POINT(4.24944 52.0422);Netherlands
Hoog Soeren;POINT(5.87472 52.2178);Netherlands
Anjum;POINT(6.12722 53.3747);Netherlands
Coevorden;POINT(6.73556 52.6631);Netherlands
Willem Dreeslaan;POINT(4.53528 52.0653);Netherlands
Westerhoven;POINT(5.39806 51.3328);Netherlands
Tweesluizen;POINT(5.36083 51.8878);Netherlands
Schinveld;POINT(5.98028 50.9667);Netherlands
Nieuwediep;POINT(6.84944 53.0469);Netherlands
Winkel;POINT(4.90361 52.7519);Netherlands
Haringhuizen;POINT(4.82889 52.7733);Netherlands
Weiteveen;POINT(7.0 52.6667);Netherlands
De Hulk;POINT(5.01667 52.6333);Netherlands
Bergen op Zoom;POINT(4.29611 51.4947);Netherlands
Meeuwen;POINT(5.01028 51.7275);Netherlands
Geerdijk;POINT(6.56667 52.4764);Netherlands
Vleuten;POINT(5.015 52.1081);Netherlands
Bergeijk;POINT(5.36667 51.3167);Netherlands
Baalhoek;POINT(4.08611 51.355);Netherlands
Ginnum;POINT(5.87389 53.3222);Netherlands
Santpoort Zuid;POINT(4.63167 52.4194);Netherlands
Kûbaard;POINT(5.57056 53.1194);Netherlands
Neerijnen;POINT(5.28333 51.8333);Netherlands
Langelo;POINT(6.445 53.0933);Netherlands
Geffen;POINT(5.46389 51.7333);Netherlands
Scherpenzeel;POINT(5.48333 52.0833);Netherlands
Oldeholtpade;POINT(6.04944 52.8928);Netherlands
Witten;POINT(6.51639 52.9667);Netherlands
Breda-Prinsenbeek;POINT(4.72167 51.6053);Netherlands
Burgerveen;POINT(4.68333 52.2333);Netherlands
Ypekolsgea;POINT(5.6025 52.9308);Netherlands
Bavel;POINT(4.83083 51.5667);Netherlands
Duivendrecht;POINT(4.93333 52.3233);Netherlands
Zetten-Andelst;POINT(5.72306 51.9194);Netherlands
Palenstein;POINT(4.50667 52.0594);Netherlands
Oostzaan;POINT(4.87 52.45);Netherlands
Bos en Lommer;POINT(4.85 52.3833);Netherlands
Junne;POINT(6.49111 52.5219);Netherlands
Molenaarsgraaf;POINT(4.83333 51.8833);Netherlands
Lekkum;POINT(5.81667 53.2333);Netherlands
Friese Buurt;POINT(4.77361 52.9217);Netherlands
Anreep;POINT(6.56667 52.9667);Netherlands
Westdorp;POINT(6.76667 52.9);Netherlands
Horst aan de Maas;POINT(6.1 51.4333);Netherlands
Marekerk;POINT(4.49056 52.1619);Netherlands
Made;POINT(4.7925 51.6764);Netherlands
Dedemsvaartweg;POINT(4.26222 52.05);Netherlands
Erm;POINT(6.81667 52.75);Netherlands
Utrecht Zuilen;POINT(5.08917 52.1031);Netherlands
Zandwerven;POINT(4.95 52.6833);Netherlands
Zoeterwoude-Rijndijk;POINT(4.52556 52.1422);Netherlands
Stegeren;POINT(6.505 52.5297);Netherlands
Boksum;POINT(5.73333 53.1833);Netherlands
De Baarsjes;POINT(4.8575 52.3678);Netherlands
Aagtdorp;POINT(4.7 52.6833);Netherlands
Weerselo;POINT(6.85667 52.3508);Netherlands
Olst;POINT(6.11083 52.3333);Netherlands
Nijkerk;POINT(5.48333 52.2167);Netherlands
Sittard;POINT(5.85833 50.9986);Netherlands
Ballum;POINT(5.68889 53.4442);Netherlands
Wezup;POINT(6.71667 52.8119);Netherlands
Babyloniënbroek;POINT(5.02167 51.7431);Netherlands
Westland;POINT(4.16 52.0);Netherlands
Noordwelle;POINT(3.79306 51.7183);Netherlands
Bergen;POINT(4.7 51.6);Netherlands
Wergea;POINT(5.81361 53.2519);Netherlands
Boven-Haastrecht;POINT(4.8 52.0167);Netherlands
Bolnes, municipality of Ridderkerk;POINT(4.35 51.54);Netherlands
Station De Vink;POINT(4.45778 52.1458);Netherlands
IJzendoorn;POINT(5.53306 51.9064);Netherlands
Zoeterwoude-Dorp;POINT(4.49667 52.1192);Netherlands
Teerns;POINT(5.83333 53.1833);Netherlands
Losser;POINT(7.01667 52.2667);Netherlands
Zundert;POINT(4.66667 51.4667);Netherlands
Nijelamer;POINT(5.955 52.8856);Netherlands
Urk;POINT(5.6 52.6667);Netherlands
Horssen;POINT(5.61667 51.85);Netherlands
Zuidlaardermeer;POINT(6.7 53.1333);Netherlands
Arriën;POINT(6.44972 52.5269);Netherlands
Broek in Waterland;POINT(4.99417 52.4361);Netherlands
Wanneperveen;POINT(6.13333 52.7);Netherlands
Portengen;POINT(4.96333 52.1558);Netherlands
Klein Agelo;POINT(6.9 52.4);Netherlands
Amersfoort;POINT(5.37417 52.15);Netherlands
Bakhuzen;POINT(5.45833 52.8683);Netherlands
Hemrik;POINT(6.13806 53.0308);Netherlands
Borger;POINT(6.8 52.9167);Netherlands
Ewijk;POINT(5.7 51.8833);Netherlands
Klinkenberg;POINT(5.49028 51.9672);Netherlands
Zuiddorpe;POINT(3.90167 51.2342);Netherlands
Oud-Vossemeer;POINT(4.19972 51.5706);Netherlands
Bunne;POINT(6.53306 53.1175);Netherlands
Heeswijk;POINT(4.96778 51.6514);Netherlands
Eldijk;POINT(6.76667 52.7167);Netherlands
Cuijk;POINT(5.87417 51.7264);Netherlands
Waardenburg;POINT(5.25583 51.8322);Netherlands
Rotterdam Hofplein;POINT(4.47917 51.9269);Netherlands
Tsjerkwerd;POINT(5.50111 53.0419);Netherlands
IJsselstein;POINT(5.05 52.01);Netherlands
Heteren;POINT(5.75 51.9575);Netherlands
Nieuwesluis;POINT(4.89083 52.8356);Netherlands
Alphen-Chaam;POINT(4.86667 51.5);Netherlands
Spannum;POINT(5.60639 53.1425);Netherlands
Achterveld;POINT(5.49694 52.1361);Netherlands
Laag-Keppel;POINT(6.21667 51.9975);Netherlands
Weijland;POINT(4.79806 52.0864);Netherlands
Waarland;POINT(4.83333 52.7333);Netherlands
Jisp;POINT(4.84889 52.5067);Netherlands
Wouw;POINT(4.38333 51.5167);Netherlands
Ferwerderadiel;POINT(5.82361 53.3369);Netherlands
Bussum;POINT(5.2 52.28);Netherlands
Eexterveen;POINT(6.80056 53.0539);Netherlands
Loenersloot;POINT(5.00139 52.2297);Netherlands
Nieuwpoort;POINT(4.86667 51.9333);Netherlands
Lemele;POINT(6.41472 52.4522);Netherlands
Broerkerk;POINT(6.56306 53.2189);Netherlands
Ede;POINT(5.66667 52.0333);Netherlands
Station Hoorn Kersenboogerd;POINT(5.085 52.6533);Netherlands
Waalwijk;POINT(5.06667 51.6833);Netherlands
Fochteloo;POINT(6.33472 52.9925);Netherlands
Hogebrug;POINT(4.80278 52.0256);Netherlands
Czaar Peterbuurt;POINT(4.92722 52.3689);Netherlands
Enspijk;POINT(5.21306 51.8836);Netherlands
Gerkesklooster;POINT(6.2 53.2333);Netherlands
Haskerhoarne;POINT(5.82917 52.9528);Netherlands
Bemmel;POINT(5.88333 51.8833);Netherlands
Balk;POINT(5.58194 52.8958);Netherlands
Gasselternijveen;POINT(6.84722 52.9867);Netherlands
Wehl;POINT(6.21056 51.9606);Netherlands
Zeerijp;POINT(6.76167 53.3481);Netherlands
Westhim;POINT(5.54917 53.0161);Netherlands
Neer;POINT(5.98861 51.26);Netherlands
Eede;POINT(3.44361 51.2467);Netherlands
Idzegea;POINT(5.55556 52.9786);Netherlands
Zuid-Beveland;POINT(3.8 51.5);Netherlands
Afferden;POINT(5.63472 51.6344);Netherlands
Mesch;POINT(5.73278 50.7631);Netherlands
Aldtsjerk;POINT(5.88833 53.2636);Netherlands
Laag-Soeren;POINT(6.07472 52.0822);Netherlands
Oosterdokseiland;POINT(4.90722 52.3767);Netherlands
Bant;POINT(5.75 52.7667);Netherlands
Buikslotermeer;POINT(4.95 52.4);Netherlands
Notter;POINT(6.51667 52.3333);Netherlands
Roodeschool;POINT(6.75944 53.4167);Netherlands
Warmenhuizen;POINT(4.73972 52.7225);Netherlands
Noordgouwe;POINT(3.93861 51.6936);Netherlands
Bovenkerk;POINT(4.78333 51.9667);Netherlands
Slijkenburg;POINT(5.84333 52.8069);Netherlands
Lisserbroek;POINT(4.56667 52.25);Netherlands
De Bilt;POINT(5.18 52.12);Netherlands
Middelburg;POINT(3.61667 51.495);Netherlands
Gammelke;POINT(6.85167 52.3181);Netherlands
Maasniel;POINT(6.01361 51.1992);Netherlands
Krimpen aan de Lek;POINT(4.6275 51.8931);Netherlands
Uitdam;POINT(5.07 52.4197);Netherlands
Goirle;POINT(5.06667 51.5167);Netherlands
Drechterland;POINT(5.2 52.7);Netherlands
Hollandsche Rading;POINT(5.17917 52.175);Netherlands
Creil;POINT(5.66139 52.7631);Netherlands
Ubbena;POINT(6.56667 53.0333);Netherlands
Westhoek;POINT(5.55778 53.2714);Netherlands
Helvoirt;POINT(5.23333 51.6333);Netherlands
Puiflijk;POINT(5.58333 51.8833);Netherlands
Sluiskil;POINT(3.83833 51.2781);Netherlands
Beers;POINT(5.73389 51.7244);Netherlands
Rutten;POINT(5.7 52.8);Netherlands
Buitenkaag;POINT(4.56667 52.2167);Netherlands
Almen;POINT(6.3 52.15);Netherlands
Mariënberg;POINT(6.57444 52.5089);Netherlands
Akersloot;POINT(4.73333 52.5667);Netherlands
Chevremont;POINT(6.05944 50.8758);Netherlands
Bezuidenhout;POINT(4.34472 52.0881);Netherlands
Nieuw-Bergen;POINT(6.05 51.6);Netherlands
Oudheusden;POINT(5.13611 51.7231);Netherlands
Halsteren;POINT(4.26667 51.5167);Netherlands
Hem;POINT(5.16667 52.65);Netherlands
Landerd;POINT(5.65 51.7167);Netherlands
Maassluis;POINT(4.25 51.9181);Netherlands
Beusichem;POINT(5.28333 51.95);Netherlands
Rijsenburg;POINT(5.25306 52.0436);Netherlands
Nieuwe Pekela;POINT(6.96417 53.0786);Netherlands
Sniksweach;POINT(5.78861 52.9831);Netherlands
Hakkelaarsbrug;POINT(5.1 52.3167);Netherlands
Zwartsluis;POINT(6.07028 52.6333);Netherlands
Etten-Leur;POINT(4.63333 51.5667);Netherlands
Hedikhuizen;POINT(5.18333 51.7333);Netherlands
Serooskerke;POINT(3.59528 51.5486);Netherlands
Weijerswold;POINT(6.79 52.6333);Netherlands
Lomm;POINT(6.16917 51.4472);Netherlands
Koolwijk;POINT(4.75833 51.9553);Netherlands
Heerenveen;POINT(5.91528 52.95);Netherlands
Eerste Exloërmond;POINT(6.93333 52.9333);Netherlands
Angeren;POINT(5.95806 51.9156);Netherlands
Wilnis;POINT(4.9 52.1978);Netherlands
Liesveld;POINT(4.825 51.9167);Netherlands
Wintelre;POINT(5.33333 51.45);Netherlands
Achtmaal;POINT(4.58194 51.45);Netherlands
Papendrecht;POINT(4.69 51.83);Netherlands
Veghel;POINT(5.55 51.6167);Netherlands
Westdorpe;POINT(3.82778 51.2311);Netherlands
Scharendijke;POINT(3.84472 51.7347);Netherlands
Benedenheul;POINT(4.72 51.9528);Netherlands
Bornerbroek;POINT(6.65528 52.3089);Netherlands
Deurne;POINT(5.78833 51.4558);Netherlands
De Kapel (Zouteveen);POINT(4.32694 51.95);Netherlands
Slikkendam;POINT(4.87333 52.1544);Netherlands
Uddel;POINT(5.78083 52.2578);Netherlands
Berghem;POINT(5.57472 51.77);Netherlands
Groningen Europapark;POINT(6.58444 53.205);Netherlands
Middelstum;POINT(6.64139 53.3461);Netherlands
Vlissingen;POINT(3.58333 51.4442);Netherlands
Haaren;POINT(5.23333 51.6);Netherlands
Neeritter;POINT(5.80528 51.1633);Netherlands
Veenoord;POINT(6.83333 52.7167);Netherlands
Steenbergen;POINT(4.25 51.5833);Netherlands
Bellingwolde;POINT(7.16667 53.1167);Netherlands
Blijdorp;POINT(4.45778 51.9303);Netherlands
Noord Deurningen;POINT(7.02528 52.3969);Netherlands
Ousterhaule;POINT(5.81333 52.9378);Netherlands
Leek;POINT(6.38333 53.1667);Netherlands
Nieuwvliet;POINT(3.46667 51.3667);Netherlands
Feanwâlden;POINT(5.98528 53.2372);Netherlands
Egmond aan den Hoef;POINT(4.65 52.6167);Netherlands
Moordrecht;POINT(4.66806 51.9861);Netherlands
Doetinchem De Huet;POINT(6.26028 51.9592);Netherlands
Eppenhuizen;POINT(6.6925 53.3803);Netherlands
Biert;POINT(4.27111 51.8269);Netherlands
Gilze-Rijen;POINT(4.925 51.5839);Netherlands
Station Hengelo;POINT(6.79417 52.2619);Netherlands
Sambeek;POINT(5.95 51.6333);Netherlands
Rijsbergen;POINT(4.69611 51.5167);Netherlands
Gouda;POINT(4.7 52.0175);Netherlands
Lewedorp;POINT(3.74917 51.4953);Netherlands
Goëngahuizen;POINT(5.9 53.0778);Netherlands
Reuver;POINT(6.07917 51.2831);Netherlands
Parregea;POINT(5.47778 53.0175);Netherlands
Haler;POINT(5.77917 51.1886);Netherlands
Meerlo;POINT(6.08333 51.5119);Netherlands
Edam;POINT(5.05 52.5167);Netherlands
Hoogvliet;POINT(4.35 51.8667);Netherlands
Reuzenhoek;POINT(3.91667 51.3333);Netherlands
Kattendijke;POINT(3.94333 51.5167);Netherlands
Stroet;POINT(4.75 52.75);Netherlands
Arnhem;POINT(5.90083 51.9833);Netherlands
Haastrecht;POINT(4.76667 52.0);Netherlands
Zestienhoven;POINT(4.43722 51.9569);Netherlands
Weesperzijde (Amsterdam);POINT(4.90944 52.3533);Netherlands
Oploo;POINT(5.87361 51.6089);Netherlands
Nieuw-Namen;POINT(4.16222 51.2931);Netherlands
Koarnjum;POINT(5.78333 53.25);Netherlands
Bad Nieuweschans;POINT(7.2 53.1806);Netherlands
